"","date","city","home_team","away_team","home_ft","away_ft","tournament","year","month","totalGoals","site"
"4456","1959-10-28","London, England","England","Sweden",2,3,"Friendly","1959","10",5,1
"4457","1959-10-28","P'yongyang, Korean DPR","China","Vietnam",2,0,"Friendly","1959","10",2,1
"4458","1959-11-01","Prague, Czechoslovakia","Czechoslovakia","Italy",2,1,"International Cup","1959","11",3,1
"4459","1959-11-01","Dublin, Ireland Republic","Ireland","Sweden",3,2,"Friendly","1959","11",5,2
"4460","1959-11-04","Rotterdam, Netherlands","Netherlands","Norway",7,1,"Friendly","1959","11",8,1
"4461","1959-11-08","Budapest, Hungary","Hungary","Germany",4,3,"Friendly","1959","11",7,2
"4462","1959-11-08","Cotonou, Dahomey","Benin","Nigeria",0,1,"Friendly","1959","11",1,1
"4463","1959-11-11","Colombes, France","France","Portugal",5,3,"Friendly","1959","11",8,1
"4464","1959-11-18","London, England","England","Northern Ireland",2,1,"British Championship","1959","11",3,1
"4465","1959-11-18","Santiago, Chile","Chile","Argentina",4,2,"Friendly","1959","11",6,1
"4466","1959-11-21","Accra, Ghana","Ghana","Nigeria",5,2,"Friendly","1959","11",7,1
"4467","1959-11-22","Valencia, Spain","Spain","Austria",6,3,"Friendly","1959","11",9,2
"4468","1959-11-28","Lagos, Nigeria","Nigeria","Benin",10,1,"Friendly","1959","11",11,1
"4469","1959-11-29","Florence, Italy","Italy","Hungary",1,1,"International Cup","1959","11",2,1
"4470","1959-11-29","Ramat-Gan, Israel","Israel","Poland",1,1,"Friendly","1959","11",2,1
"4471","1959-12-02","Athens, Greece","Greece","Denmark",1,3,"Friendly","1959","12",4,2
"4472","1959-12-05","Guayaquil, Ecuador","Brazil","Paraguay",3,2,"Copa América","1959","12",5,1
"4473","1959-12-05","Ernakulam, India","Iran","Israel",3,0,"AFC Asian Cup qualification","1959","12",3,1
"4474","1959-12-06","Sofia, Bulgaria","Bulgaria","Denmark",2,1,"Friendly","1959","12",3,1
"4475","1959-12-06","Guayaquil, Ecuador","Ecuador","Uruguay",0,4,"Copa América","1959","12",4,2
"4476","1959-12-06","Ernakulam, India","India","Pakistan",1,0,"AFC Asian Cup qualification","1959","12",1,1
"4477","1959-12-08","Ernakulam, India","India","Israel",1,3,"AFC Asian Cup qualification","1959","12",4,2
"4478","1959-12-09","Guayaquil, Ecuador","Argentina","Paraguay",4,2,"Copa América","1959","12",6,2
"4479","1959-12-10","Ernakulam, India","Israel","Pakistan",2,0,"AFC Asian Cup qualification","1959","12",2,1
"4480","1959-12-12","Ernakulam, India","Israel","Iran",1,1,"AFC Asian Cup qualification","1959","12",2,1
"4481","1959-12-12","Guayaquil, Ecuador","Ecuador","Argentina",1,1,"Copa América","1959","12",2,2
"4482","1959-12-12","Guayaquil, Ecuador","Brazil","Uruguay",0,3,"Copa América","1959","12",3,2
"4483","1959-12-13","Colombes, France","France","Austria",5,2,"UEFA Euro qualification","1959","12",7,1
"4484","1959-12-13","San Salvador, El Salvador","El Salvador","Honduras",1,0,"Friendly","1959","12",1,1
"4485","1959-12-14","San Salvador, El Salvador","Costa Rica","Honduras",6,1,"Friendly","1959","12",7,2
"4486","1959-12-16","Guayaquil, Ecuador","Argentina","Uruguay",0,5,"Copa América","1959","12",5,1
"4487","1959-12-17","Paris, France","France","Spain",4,3,"Friendly","1959","12",7,1
"4488","1959-12-17","Ernakulam, India","Pakistan","Israel",2,2,"AFC Asian Cup qualification","1959","12",4,1
"4489","1959-12-19","Guayaquil, Ecuador","Ecuador","Brazil",1,3,"Copa América","1959","12",4,2
"4490","1959-12-20","Hanover, Germany FR","Germany","Yugoslavia",1,1,"Friendly","1959","12",2,1
"4491","1959-12-20","Bathurst, Gambia","Gambia","Cape Verde",3,2,"Friendly","1959","12",5,1
"4492","1959-12-22","Guayaquil, Ecuador","Argentina","Brazil",4,1,"Copa América","1959","12",5,2
"4493","1959-12-22","Guayaquil, Ecuador","Paraguay","Uruguay",1,1,"Copa América","1959","12",2,1
"4494","1959-12-25","Guayaquil, Ecuador","Ecuador","Paraguay",3,1,"Copa América","1959","12",4,2
"4495","1959-12-27","Guayaquil, Ecuador","Ecuador","Brazil",1,2,"Friendly","1959","12",3,1
"4496","1960-01-01","Casablanca, Morocco","Morocco","Yugoslavia",0,5,"Friendly","1960","1",5,1
"4497","1960-01-03","Tunis, Tunisia","Tunisia","Yugoslavia",1,5,"Friendly","1960","1",6,2
"4498","1960-01-06","Naples, Italy","Italy","Switzerland",3,0,"International Cup","1960","1",3,1
"4499","1960-01-08","Cairo, United Arab Republic","Egypt","Yugoslavia",0,1,"Friendly","1960","1",1,1
"4500","1960-01-31","Kumasi, Ghana","Guinea-Bissau","Sierra Leone",3,4,"Friendly","1960","1",7,2
"4501","1960-02-07","Accra, Ghana","Ghana","Sierra Leone",6,2,"Friendly","1960","2",8,2
"4502","1960-02-14","Havana, Cuba","Costa Rica","Curaçao",1,1,"CCCF Championship","1960","2",2,2
"4503","1960-02-19","Havana, Cuba","Honduras","Curaçao",3,3,"CCCF Championship","1960","2",6,2
"4504","1960-02-23","Havana, Cuba","Cuba","Curaçao",3,4,"CCCF Championship","1960","2",7,1
"4505","1960-02-27","Havana, Cuba","Curaçao","Suriname",1,0,"CCCF Championship","1960","2",1,2
"4506","1960-02-28","Brussels, Belgium","Belgium","France",1,0,"Friendly","1960","2",1,1
"4507","1960-02-29","Havana, Cuba","Costa Rica","Curaçao",4,0,"CCCF Championship","1960","2",4,1
"4508","1960-03-06","San José, Costa Rica","Brazil","Mexico",2,2,"Pan American Championship 1960","1960","3",4,2
"4509","1960-03-08","San José, Costa Rica","Costa Rica","Argentina",0,0,"Pan American Championship 1960","1960","3",0,1
"4510","1960-03-10","San José, Costa Rica","Costa Rica","Brazil",3,0,"Pan American Championship 1960","1960","3",3,2
"4511","1960-03-10","San José, Costa Rica","Argentina","Mexico",3,2,"Pan American Championship 1960","1960","3",5,2
"4512","1960-03-13","San José, Costa Rica","Argentina","Brazil",2,1,"Pan American Championship 1960","1960","3",3,1
"4513","1960-03-13","Barcelona, Spain","Spain","Italy",3,1,"Friendly","1960","3",4,2
"4514","1960-03-15","San José, Costa Rica","Costa Rica","Argentina",0,2,"Pan American Championship 1960","1960","3",2,2
"4515","1960-03-15","San José, Costa Rica","Brazil","Mexico",2,1,"Pan American Championship 1960","1960","3",3,1
"4516","1960-03-16","Paris, France","France","Chile",6,0,"Friendly","1960","3",6,2
"4517","1960-03-17","San José, Costa Rica","Costa Rica","Brazil",0,4,"Pan American Championship 1960","1960","3",4,2
"4518","1960-03-17","San José, Costa Rica","Argentina","Mexico",2,0,"Pan American Championship 1960","1960","3",2,1
"4519","1960-03-20","San José, Costa Rica","Argentina","Brazil",0,1,"Pan American Championship 1960","1960","3",1,2
"4520","1960-03-23","Stuttgart, Germany FR","Germany","Chile",2,1,"Friendly","1960","3",3,2
"4521","1960-03-27","Vienna, Austria","Austria","France",2,4,"UEFA Euro qualification","1960","3",6,1
"4522","1960-03-27","Brussels, Belgium","Belgium","Switzerland",3,1,"Friendly","1960","3",4,1
"4523","1960-03-30","Dublin, Ireland Republic","Ireland","Chile",2,0,"Friendly","1960","3",2,2
"4524","1960-04-03","Amsterdam, Netherlands","Netherlands","Bulgaria",4,2,"Friendly","1960","4",6,2
"4525","1960-04-06","Basel, Switzerland","Switzerland","Chile",4,2,"Friendly","1960","4",6,1
"4526","1960-04-06","Wrexham, Wales","Wales","Northern Ireland",3,2,"British Championship","1960","4",5,2
"4527","1960-04-09","Glasgow, Scotland","Scotland","England",1,1,"British Championship","1960","4",2,2
"4528","1960-04-13","Brussels, Belgium","Belgium","Chile",1,1,"Friendly","1960","4",2,1
"4529","1960-04-14","Antananarivo, Madagascar","Cameroon","Djibouti",9,2,"Friendly","1960","4",11,2
"4530","1960-04-14","Antananarivo, Madagascar","Central African Republic","Mali",3,4,"Friendly","1960","4",7,2
"4531","1960-04-14","Antananarivo, Madagascar","Ivory Coast","Benin",3,2,"Friendly","1960","4",5,2
"4532","1960-04-14","Antananarivo, Madagascar","Gabon","Burkina Faso",4,5,"Friendly","1960","4",9,1
"4533","1960-04-15","Antananarivo, Madagascar","Madagascar","Burkina Faso",6,1,"Friendly","1960","4",7,1
"4534","1960-04-15","Antananarivo, Madagascar","Cameroon","Mali",3,2,"Friendly","1960","4",5,2
"4535","1960-04-15","Antananarivo, Madagascar","Congo","Ivory Coast",3,2,"Friendly","1960","4",5,1
"4536","1960-04-17","Antananarivo, Madagascar","Congo","Cameroon",4,5,"Friendly","1960","4",9,1
"4537","1960-04-20","Surakarta, Indonesia","Indonesia","Malaysia",5,0,"Friendly","1960","4",5,1
"4538","1960-04-24","Antwerp, Belgium","Belgium","Netherlands",2,1,"Friendly","1960","4",3,2
"4539","1960-04-24","Togo","Togo","Nigeria",1,1,"Friendly","1960","4",2,1
"4540","1960-04-26","Lomé, Togo","Cameroon","Nigeria",0,0,"Friendly","1960","4",0,1
"4541","1960-04-27","Ludwigshafen, Germany FR","Germany","Portugal",2,1,"Friendly","1960","4",3,2
"4542","1960-04-29","Cairo, United Arab Republic","Egypt","Brazil",0,5,"Friendly","1960","4",5,1
"4543","1960-05-01","Alexandria, United Arab Republic","Egypt","Brazil",1,3,"Friendly","1960","5",4,2
"4544","1960-05-01","Prague, Czechoslovakia","Czechoslovakia","Austria",4,0,"Friendly","1960","5",4,2
"4545","1960-05-01","Togo","Togo","Ghana",2,3,"Friendly","1960","5",5,2
"4546","1960-05-04","Glasgow, Scotland","Scotland","Poland",2,3,"Friendly","1960","5",5,1
"4547","1960-05-05","Kallang, Singapore","Singapore","India",3,0,"Friendly","1960","5",3,2
"4548","1960-05-06","Cairo, United Arab Republic","Egypt","Brazil",0,3,"Friendly","1960","5",3,2
"4549","1960-05-06","Kuala Lumpur, Malaya","Malaysia","India",0,0,"Friendly","1960","5",0,2
"4550","1960-05-08","Oeiras, Portugal","Portugal","Yugoslavia",2,1,"UEFA Euro qualification","1960","5",3,2
"4551","1960-05-10","Esbjerg, Denmark","Denmark","Brazil",3,4,"Friendly","1960","5",7,1
"4552","1960-05-11","London, England","England","Yugoslavia",3,3,"Friendly","1960","5",6,2
"4553","1960-05-11","Düsseldorf, Germany FR","Germany","Ireland",0,1,"Friendly","1960","5",1,1
"4554","1960-05-15","Madrid, Spain","Spain","England",3,0,"Friendly","1960","5",3,2
"4555","1960-05-18","Zürich, Switzerland","Switzerland","Netherlands",3,1,"Friendly","1960","5",4,2
"4556","1960-05-18","Malmö, Sweden","Sweden","Ireland",4,1,"Friendly","1960","5",5,2
"4557","1960-05-19","Moscow, Soviet Union","Russia","Poland",7,1,"Friendly","1960","5",8,1
"4558","1960-05-22","Belgrade, Yugoslavia","Yugoslavia","Portugal",5,1,"UEFA Euro qualification","1960","5",6,2
"4559","1960-05-22","Sofia, Bulgaria","Bulgaria","Belgium",4,1,"Friendly","1960","5",5,2
"4560","1960-05-22","Budapest, Hungary","Hungary","England",2,0,"Friendly","1960","5",2,2
"4561","1960-05-22","Bucharest, Romania","Romania","Czechoslovakia",0,2,"UEFA Euro qualification","1960","5",2,2
"4562","1960-05-26","Copenhagen, Denmark","Denmark","Norway",3,0,"Nordic Championship","1960","5",3,1
"4563","1960-05-26","Buenos Aires, Argentina","Argentina","Brazil",4,2,"Copa Roca","1960","5",6,1
"4564","1960-05-29","Vienna, Austria","Austria","Scotland",4,1,"Friendly","1960","5",5,1
"4565","1960-05-29","Buenos Aires, Argentina","Argentina","Brazil",1,4,"Copa Roca","1960","5",5,1
"4566","1960-05-29","Bratislava, Czechoslovakia","Czechoslovakia","Romania",3,0,"UEFA Euro qualification","1960","5",3,1
"4567","1960-06-01","Santiago, Chile","Chile","Uruguay",2,3,"Friendly","1960","6",5,1
"4568","1960-06-01","Bamako, Mali Federation","Mali","Nigeria",3,2,"Friendly","1960","6",5,2
"4569","1960-06-05","Budapest, Hungary","Hungary","Scotland",3,3,"Friendly","1960","6",6,1
"4570","1960-06-05","Montevideo, Uruguay","Uruguay","Chile",2,2,"Friendly","1960","6",4,2
"4571","1960-06-05","Tunis, Tunisia","Tunisia","Iraq",2,1,"Friendly","1960","6",3,2
"4572","1960-06-08","Ankara, Turkey","Turkey","Scotland",4,2,"Friendly","1960","6",6,1
"4573","1960-06-09","Oslo, Norway","Norway","Iceland",4,0,"Friendly","1960","6",4,2
"4574","1960-06-22","Oslo, Norway","Norway","Austria",1,2,"Friendly","1960","6",3,2
"4575","1960-06-22","Helsinki, Finland","Finland","Sweden",0,3,"Nordic Championship","1960","6",3,1
"4576","1960-06-26","Mexico City, Mexico","Mexico","Netherlands",3,1,"Friendly","1960","6",4,1
"4577","1960-06-26","Chorzów, Poland","Poland","Bulgaria",4,0,"Friendly","1960","6",4,1
"4578","1960-06-29","Rio de Janeiro, Brazil","Brazil","Chile",4,0,"Friendly","1960","6",4,2
"4579","1960-06-29","Willemstad, Netherlands Antilles","Curaçao","Netherlands",0,0,"Friendly","1960","6",0,1
"4580","1960-07-03","Asunción, Paraguay","Paraguay","Brazil",1,2,"Atlantic Cup","1960","7",3,1
"4581","1960-07-03","Copenhagen, Denmark","Denmark","Greece",7,2,"Friendly","1960","7",9,2
"4582","1960-07-03","Paramaribo, Suriname","Suriname","Netherlands",3,4,"Friendly","1960","7",7,2
"4583","1960-07-03","Accra, Ghana","Ghana","Egypt",2,2,"Friendly","1960","7",4,1
"4584","1960-07-06","Paris, France","France","Yugoslavia",4,5,"UEFA Euro","1960","7",9,1
"4585","1960-07-06","Marseilles, France","Czechoslovakia","Russia",0,3,"UEFA Euro","1960","7",3,2
"4586","1960-07-09","Buenos Aires, Argentina","Argentina","Paraguay",1,0,"Atlantic Cup","1960","7",1,1
"4587","1960-07-09","Montevideo, Uruguay","Uruguay","Brazil",1,0,"Atlantic Cup","1960","7",1,2
"4588","1960-07-09","Marseilles, France","Czechoslovakia","France",2,0,"UEFA Euro","1960","7",2,1
"4589","1960-07-10","Lima, Peru","Peru","Spain",1,3,"Friendly","1960","7",4,1
"4590","1960-07-10","Sofia, Bulgaria","Bulgaria","German DR",2,0,"Friendly","1960","7",2,2
"4591","1960-07-10","Paris, France","Russia","Yugoslavia",2,1,"UEFA Euro","1960","7",3,2
"4592","1960-07-10","Bamako, Mali","Mali","Sierra Leone",1,0,"Friendly","1960","7",1,2
"4593","1960-07-12","Rio de Janeiro, Brazil","Brazil","Argentina",5,1,"Atlantic Cup","1960","7",6,2
"4594","1960-07-13","Montevideo, Uruguay","Uruguay","Paraguay",2,1,"Atlantic Cup","1960","7",3,1
"4595","1960-07-14","Santiago, Chile","Chile","Spain",0,4,"Friendly","1960","7",4,2
"4596","1960-07-17","Santiago, Chile","Chile","Spain",1,4,"Friendly","1960","7",5,2
"4597","1960-07-24","Buenos Aires, Argentina","Argentina","Spain",2,0,"Friendly","1960","7",2,2
"4598","1960-08-03","Reykjavík, Iceland","Iceland","Germany",0,5,"Friendly","1960","8",5,1
"4599","1960-08-05","Kuala Lumpur, Malaya","Pakistan","Thailand",7,0,"Merdeka Tournament","1960","8",7,1
"4600","1960-08-06","Belgrade, Yugoslavia","Yugoslavia","Tunisia",7,0,"Friendly","1960","8",7,2
"4601","1960-08-06","Kuala Lumpur, Malaya","Korea Republic","Indonesia",2,0,"Merdeka Tournament","1960","8",2,1
"4602","1960-08-06","Kuala Lumpur, Malaya","Hong Kong","Vietnam Republic",3,1,"Merdeka Tournament","1960","8",4,1
"4603","1960-08-07","Kuala Lumpur, Malaya","Vietnam Republic","Singapore",2,1,"Merdeka Tournament","1960","8",3,1
"4604","1960-08-08","Kuala Lumpur, Malaya","Korea Republic","Hong Kong",3,1,"Merdeka Tournament","1960","8",4,1
"4605","1960-08-10","Copenhagen, Denmark","Denmark","Finland",2,1,"Nordic Championship","1960","8",3,2
"4606","1960-08-10","Kuala Lumpur, Malaya","Vietnam Republic","Korea Republic",0,0,"Merdeka Tournament","1960","8",0,1
"4607","1960-08-11","Kuala Lumpur, Malaya","Korea Republic","Singapore",3,3,"Merdeka Tournament","1960","8",6,1
"4608","1960-08-13","Kuala Lumpur, Malaya","Indonesia","Vietnam Republic",5,3,"Merdeka Tournament","1960","8",8,1
"4609","1960-08-13","Kuala Lumpur, Malaya","Hong Kong","Singapore",3,2,"Merdeka Tournament","1960","8",5,1
"4610","1960-08-14","Kuala Lumpur, Malaya","Korea Republic","Malaysia",0,0,"Merdeka Tournament","1960","8",0,1
"4611","1960-08-14","Kuala Lumpur, Malaya","Indonesia","Pakistan",4,0,"Merdeka Tournament","1960","8",4,2
"4612","1960-08-17","Buenos Aires, Argentina","Argentina","Uruguay",4,0,"Atlantic Cup","1960","8",4,1
"4613","1960-08-17","Kallang, Singapore","Indonesia","Vietnam Republic",1,1,"Friendly","1960","8",2,1
"4614","1960-08-17","Leipzig, German DR","German DR","Russia",0,1,"Friendly","1960","8",1,2
"4615","1960-08-18","Kallang, Singapore","Pakistan","Vietnam Republic",2,2,"Friendly","1960","8",4,2
"4616","1960-08-19","Kallang, Singapore","Singapore","Pakistan",4,1,"Friendly","1960","8",5,2
"4617","1960-08-21","San José, Costa Rica","Costa Rica","Guatemala",3,2,"FIFA World Cup qualification","1960","8",5,1
"4618","1960-08-21","Rome, Italy","India","Tunisia",2,2,"Friendly","1960","8",4,1
"4619","1960-08-21","Jakarta, Indonesia","Indonesia","Pakistan",5,2,"Friendly","1960","8",7,2
"4620","1960-08-28","Accra, Ghana","Ghana","Nigeria",4,1,"FIFA World Cup qualification","1960","8",5,2
"4621","1960-08-28","Guatemala, Guatemala","Guatemala","Costa Rica",4,4,"FIFA World Cup qualification","1960","8",8,1
"4622","1960-08-28","Oslo, Norway","Norway","Finland",6,3,"Nordic Championship","1960","8",9,2
"4623","1960-09-04","Tegucigalpa, Honduras","Honduras","Costa Rica",2,1,"FIFA World Cup qualification","1960","9",3,1
"4624","1960-09-04","Vienna, Austria","Austria","Russia",3,1,"Friendly","1960","9",4,1
"4625","1960-09-05","Pirae, French Polynesia","Tahiti","New Zealand",1,5,"Friendly","1960","9",6,2
"4626","1960-09-10","Lagos, Nigeria","Nigeria","Ghana",2,2,"FIFA World Cup qualification","1960","9",4,2
"4627","1960-09-11","San José, Costa Rica","Costa Rica","Honduras",5,0,"FIFA World Cup qualification","1960","9",5,1
"4628","1960-09-12","Pirae, French Polynesia","Tahiti","New Zealand",1,2,"Friendly","1960","9",3,1
"4629","1960-09-18","Oslo, Norway","Norway","Sweden",3,1,"Nordic Championship","1960","9",4,1
"4630","1960-09-18","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","Martinique",1,1,"Friendly","1960","9",2,1
"4631","1960-09-20","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","Martinique",1,1,"Friendly","1960","9",2,2
"4632","1960-09-22","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","Martinique",3,1,"Friendly","1960","9",4,1
"4633","1960-09-24","Port of Spain, Trinidad and Tobago","Trinidad and Tobago","Martinique",0,0,"Friendly","1960","9",0,2
"4634","1960-09-25","Helsinki, Finland","Finland","France",1,2,"FIFA World Cup qualification","1960","9",3,1
"4635","1960-09-25","Tegucigalpa, Honduras","Honduras","Guatemala",1,1,"FIFA World Cup qualification","1960","9",2,2
"4636","1960-09-28","Warsaw, Poland","Poland","France",2,2,"Friendly","1960","9",4,1
"4637","1960-09-28","Dublin, Ireland Republic","Ireland","Wales",2,3,"Friendly","1960","9",5,2
"4638","1960-10-02","Antwerp, Belgium","Belgium","Netherlands",1,4,"Friendly","1960","10",5,2
"4639","1960-10-02","Paramaribo, Suriname","Suriname","Curaçao",1,2,"FIFA World Cup qualification","1960","10",3,2
"4640","1960-10-02","Lagos, Nigeria","Nigeria","Guinea",4,1,"Friendly","1960","10",5,1
"4641","1960-10-02","Lagos, Nigeria","Nigeria","Guinea-Bissau",4,1,"Friendly","1960","10",5,2
"4642","1960-10-02","Ibadan, Nigeria","Ghana","Mali",5,1,"Friendly","1960","10",6,1
"4643","1960-10-03","Hanoi, Vietnam DR","Vietnam","Mongolia",3,1,"Friendly","1960","10",4,2
"4644","1960-10-04","Hanoi, Vietnam DR","China","Korea DPR",1,0,"Friendly","1960","10",1,2
"4645","1960-10-05","Nigeria","Nigeria","Mali",2,3,"Friendly","1960","10",5,2
"4646","1960-10-07","Hanoi, Vietnam DR","China","Mongolia",6,1,"Friendly","1960","10",7,2
"4647","1960-10-08","Belfast, Northern Ireland","Northern Ireland","England",2,5,"British Championship","1960","10",7,1
"4648","1960-10-08","Hanoi, Vietnam DR","Vietnam","Korea DPR",1,3,"Friendly","1960","10",4,2
"4649","1960-10-08","Kampala, Uganda","Uganda","Tanzania",1,0,"Friendly","1960","10",1,1
"4650","1960-10-09","Budapest, Hungary","Hungary","Yugoslavia",1,1,"Friendly","1960","10",2,2
"4651","1960-10-09","Lagos, Nigeria","Nigeria","Ghana",0,3,"Friendly","1960","10",3,2
"4652","1960-10-10","Kampala, Uganda","Kenya","Zanzibar",4,1,"Friendly","1960","10",5,1
"4653","1960-10-10","Hanoi, Vietnam DR","Mongolia","Korea DPR",1,10,"Friendly","1960","10",11,1
