"","date","city","home_team","away_team","home_ft","away_ft","tournament","year","month","totalGoals","site"
"34666","2013-08-14","Tirana, Albania","Albania","Armenia",2,0,"Friendly","2013","8",2,2
"34667","2013-08-14","Basel, Switzerland","Switzerland","Brazil",1,0,"Friendly","2013","8",1,1
"34668","2013-08-14","Bucharest, Romania","Romania","Slovakia",1,1,"Friendly","2013","8",2,1
"34669","2013-08-14","Astana, Kazakhstan","Kazakhstan","Georgia",1,0,"Friendly","2013","8",1,1
"34670","2013-08-14","Guayaquil, Ecuador","Ecuador","Spain",0,2,"Friendly","2013","8",2,2
"34671","2013-08-14","Kaiserslautern, Germany","Germany","Paraguay",3,3,"Friendly","2013","8",6,1
"34672","2013-08-14","Zhodzina, Belarus","Belarus","Montenegro",1,1,"Friendly","2013","8",2,1
"34673","2013-08-14","Turku, Finland","Finland","Slovenia",2,0,"Friendly","2013","8",2,2
"34674","2013-08-14","Salzburg, Austria","Austria","Greece",0,2,"Friendly","2013","8",2,2
"34675","2013-08-14","Baku, Azerbaijan","Azerbaijan","Malta",3,0,"Friendly","2013","8",3,2
"34676","2013-08-14","Gdańsk, Poland","Poland","Denmark",3,2,"Friendly","2013","8",5,1
"34677","2013-08-14","Surakarta, Indonesia","Indonesia","Philippines",2,0,"Friendly","2013","8",2,1
"34678","2013-08-14","Khujand, Tajikistan","Tajikistan","India",3,0,"Friendly","2013","8",3,2
"34679","2013-08-14","Blida, Algeria","Algeria","Guinea",2,2,"Friendly","2013","8",4,1
"34680","2013-08-14","Durban, South Africa","South Africa","Nigeria",0,2,"Friendly","2013","8",2,2
"34681","2013-08-14","Sarajevo, Bosnia-Herzegovina","Bosnia-Herzegovina","USA",3,4,"Friendly","2013","8",7,1
"34682","2013-08-14","East Rutherford, United States","Mexico","Ivory Coast",4,1,"Friendly","2013","8",5,2
"34683","2013-08-14","Suwon, Korea Republic","Korea Republic","Peru",0,0,"Friendly","2013","8",0,1
"34684","2013-08-14","Luxembourg, Luxembourg","Luxembourg","Lithuania",2,1,"Friendly","2013","8",3,2
"34685","2013-08-14","Skopje, Macedonia","Macedonia","Bulgaria",2,0,"Friendly","2013","8",2,2
"34686","2013-08-14","Vaduz, Liechtenstein","Liechtenstein","Croatia",2,3,"Friendly","2013","8",5,2
"34687","2013-08-14","Cardiff, Wales","Wales","Ireland",0,0,"Friendly","2013","8",0,1
"34688","2013-08-14","Tallinn, Estonia","Estonia","Latvia",1,1,"Friendly","2013","8",2,1
"34689","2013-08-15","Teheran, Iran","Syria","Jordan",1,1,"AFC Asian Cup qualification","2013","8",2,2
"34690","2013-08-17","Johannesburg, South Africa","South Africa","Burkina Faso",2,0,"Friendly","2013","8",2,2
"34691","2013-08-18","Harare, Zimbabwe","Zimbabwe","Zambia",0,0,"African Nations Championship","2013","8",0,2
"34692","2013-08-20","Kabul, Afghanistan","Afghanistan","Pakistan",3,0,"Friendly","2013","8",3,1
"34693","2013-08-24","Ndola, Zambia","Zambia","Zimbabwe",0,1,"African Nations Championship","2013","8",1,1
"34694","2013-08-25","Maputo, Mozambique","Mozambique","Angola",0,0,"African Nations Championship","2013","8",0,2
"34695","2013-08-26","Garoua, Cameroon","Cameroon","Congo DR",0,1,"African Nations Championship","2013","8",1,2
"34696","2013-08-27","Aïn Draham, Tunisia","Libya","Mali",1,0,"Friendly","2013","8",1,2
"34697","2013-08-30","Aïn Draham, Tunisia","Libya","Ghana",1,0,"Friendly","2013","8",1,1
"34698","2013-08-30","Gaborone, Botswana","Botswana","Uganda",1,3,"Friendly","2013","8",4,2
"34699","2013-08-30","Lubumbashi, Congo DR","Congo DR","Cameroon",1,1,"African Nations Championship","2013","8",2,1
"34700","2013-08-31","Benguela, Angola","Angola","Mozambique",1,1,"African Nations Championship","2013","8",2,2
"34701","2013-08-31","Kathmandu, Nepal","Nepal","Bangladesh",2,0,"SAFF Cup","2013","8",2,1
"34702","2013-09-01","Kathmandu, Nepal","India","Pakistan",1,0,"SAFF Cup","2013","9",1,2
"34703","2013-09-02","Kathmandu, Nepal","Afghanistan","Bhutan",3,0,"SAFF Cup","2013","9",3,2
"34704","2013-09-02","Kathmandu, Nepal","Maldives","Sri Lanka",10,0,"SAFF Cup","2013","9",10,2
"34705","2013-09-03","Kathmandu, Nepal","Bangladesh","India",1,1,"SAFF Cup","2013","9",2,1
"34706","2013-09-03","Gaborone, Botswana","Botswana","Malawi",1,0,"Friendly","2013","9",1,2
"34707","2013-09-03","Kathmandu, Nepal","Pakistan","Nepal",1,1,"SAFF Cup","2013","9",2,1
"34708","2013-09-04","Kathmandu, Nepal","Sri Lanka","Afghanistan",1,3,"SAFF Cup","2013","9",4,1
"34709","2013-09-04","Kathmandu, Nepal","Bhutan","Maldives",2,8,"SAFF Cup","2013","9",10,1
"34710","2013-09-04","Malabo, Equatorial Guinea","Equatorial Guinea","Libya",1,1,"Friendly","2013","9",2,1
"34711","2013-09-05","Kathmandu, Nepal","Bangladesh","Pakistan",1,2,"SAFF Cup","2013","9",3,1
"34712","2013-09-05","Riyadh, Saudi Arabia","Saudi Arabia","New Zealand",0,1,"OSN Cup","2013","9",1,1
"34713","2013-09-05","Doha, Qatar","Qatar","Mauritius",3,0,"Friendly","2013","9",3,1
"34714","2013-09-05","Kathmandu, Nepal","India","Nepal",1,2,"SAFF Cup","2013","9",3,1
"34715","2013-09-05","Riyadh, Saudi Arabia","United Arab Emirates","Trinidad and Tobago",3,3,"OSN Cup","2013","9",6,1
"34716","2013-09-06","Mexico City, Mexico","Mexico","Honduras",1,2,"FIFA World Cup qualification","2013","9",3,1
"34717","2013-09-06","Panama City, Panama","Panama","Jamaica",0,0,"FIFA World Cup qualification","2013","9",0,2
"34718","2013-09-06","Amman, Jordan","Jordan","Uzbekistan",1,1,"FIFA World Cup qualification","2013","9",2,1
"34719","2013-09-06","Barranquilla, Colombia","Colombia","Ecuador",1,0,"FIFA World Cup qualification","2013","9",1,1
"34720","2013-09-06","Asunción, Paraguay","Paraguay","Bolivia",4,0,"FIFA World Cup qualification","2013","9",4,1
"34721","2013-09-06","Santiago, Chile","Chile","Venezuela",3,0,"FIFA World Cup qualification","2013","9",3,2
"34722","2013-09-06","Glasgow, Scotland","Scotland","Belgium",0,2,"FIFA World Cup qualification","2013","9",2,2
"34723","2013-09-06","Belgrade, Serbia","Serbia","Croatia",1,1,"FIFA World Cup qualification","2013","9",2,2
"34724","2013-09-06","Palermo, Italy","Italy","Bulgaria",1,0,"FIFA World Cup qualification","2013","9",1,2
"34725","2013-09-06","Attard, Malta","Malta","Denmark",1,2,"FIFA World Cup qualification","2013","9",3,2
"34726","2013-09-06","Prague, Czech Republic","Czech Republic","Armenia",1,2,"FIFA World Cup qualification","2013","9",3,1
"34727","2013-09-06","Astana, Kazakhstan","Kazakhstan","Faroe Islands",2,1,"FIFA World Cup qualification","2013","9",3,2
"34728","2013-09-06","Tallinn, Estonia","Estonia","Netherlands",2,2,"FIFA World Cup qualification","2013","9",4,2
"34729","2013-09-06","Kayseri, Turkey","Turkey","Andorra",5,0,"FIFA World Cup qualification","2013","9",5,1
"34730","2013-09-06","Bucharest, Romania","Romania","Hungary",3,0,"FIFA World Cup qualification","2013","9",3,1
"34731","2013-09-06","Berne, Switzerland","Switzerland","Iceland",4,4,"FIFA World Cup qualification","2013","9",8,2
"34732","2013-09-06","Ljubljana, Slovenia","Slovenia","Albania",1,0,"FIFA World Cup qualification","2013","9",1,1
"34733","2013-09-06","Oslo, Norway","Norway","Cyprus",2,0,"FIFA World Cup qualification","2013","9",2,2
"34734","2013-09-06","Kazan, Russia","Russia","Luxembourg",4,1,"FIFA World Cup qualification","2013","9",5,2
"34735","2013-09-06","Belfast, Northern Ireland","Northern Ireland","Portugal",2,4,"FIFA World Cup qualification","2013","9",6,1
"34736","2013-09-06","Riga, Latvia","Latvia","Lithuania",2,1,"FIFA World Cup qualification","2013","9",3,2
"34737","2013-09-06","London, England","England","Moldova",4,0,"FIFA World Cup qualification","2013","9",4,2
"34738","2013-09-06","Warsaw, Poland","Poland","Montenegro",1,1,"FIFA World Cup qualification","2013","9",2,2
"34739","2013-09-06","Helsinki, Finland","Finland","Spain",0,2,"FIFA World Cup qualification","2013","9",2,1
"34740","2013-09-06","Tbilisi, Georgia","Georgia","France",0,0,"FIFA World Cup qualification","2013","9",0,2
"34741","2013-09-06","Kumasi, Ghana","Ghana","Zambia",2,1,"FIFA World Cup qualification","2013","9",3,2
"34742","2013-09-06","Kathmandu, Nepal","Afghanistan","Maldives",0,0,"SAFF Cup","2013","9",0,2
"34743","2013-09-06","Osaka, Japan","Japan","Guatemala",3,0,"Friendly","2013","9",3,2
"34744","2013-09-06","Barysaw, Belarus","Belarus","Kyrgyzstan",3,1,"Friendly","2013","9",4,2
"34745","2013-09-06","Beirut, Lebanon","Lebanon","Syria",2,0,"Friendly","2013","9",2,2
"34746","2013-09-06","Lima, Peru","Peru","Uruguay",1,2,"FIFA World Cup qualification","2013","9",3,1
"34747","2013-09-06","Skopje, Macedonia","Macedonia","Wales",2,1,"FIFA World Cup qualification","2013","9",3,2
"34748","2013-09-06","San José, Costa Rica","Costa Rica","USA",3,1,"FIFA World Cup qualification","2013","9",4,2
"34749","2013-09-06","Dublin, Ireland Republic","Ireland","Sweden",1,2,"FIFA World Cup qualification","2013","9",3,2
"34750","2013-09-06","Munich, Germany","Germany","Austria",3,0,"FIFA World Cup qualification","2013","9",3,2
"34751","2013-09-06","Zenica, Bosnia-Herzegovina","Bosnia-Herzegovina","Slovakia",0,1,"FIFA World Cup qualification","2013","9",1,1
"34752","2013-09-06","Vaduz, Liechtenstein","Liechtenstein","Greece",0,1,"FIFA World Cup qualification","2013","9",1,1
"34753","2013-09-06","L'viv, Ukraine","Ukraine","San Marino",9,0,"FIFA World Cup qualification","2013","9",9,1
"34754","2013-09-06","Kathmandu, Nepal","Sri Lanka","Bhutan",5,2,"SAFF Cup","2013","9",7,1
"34755","2013-09-06","Tianjin, China PR","China","Singapore",6,1,"Friendly","2013","9",7,1
"34756","2013-09-06","Rangoon, Burma","Burma","Hong Kong",0,0,"Friendly","2013","9",0,2
"34757","2013-09-06","Incheon, Korea Republic","Korea Republic","Haiti",4,1,"Friendly","2013","9",5,2
"34758","2013-09-06","Kuwait, Kuwait","Kuwait","Korea DPR",2,1,"Friendly","2013","9",3,2
"34759","2013-09-07","Ramat-Gan, Israel","Israel","Azerbaijan",1,1,"FIFA World Cup qualification","2013","9",2,2
"34760","2013-09-07","Brazzaville, Congo","Central African Republic","Ethiopia",1,2,"FIFA World Cup qualification","2013","9",3,2
"34761","2013-09-07","Durban, South Africa","South Africa","Botswana",4,1,"FIFA World Cup qualification","2013","9",5,1
"34762","2013-09-07","Radès, Tunisia","Tunisia","Cape Verde",3,0,"FIFA World Cup qualification","2013","9",3,2
"34763","2013-09-07","Freetown, Sierra Leone","Sierra Leone","Equatorial Guinea",3,2,"FIFA World Cup qualification","2013","9",5,1
"34764","2013-09-07","Bakau, Gambia","Gambia","Tanzania",2,0,"FIFA World Cup qualification","2013","9",2,1
"34765","2013-09-07","Ouagadougou, Burkina Faso","Burkina Faso","Gabon",1,0,"FIFA World Cup qualification","2013","9",1,2
"34766","2013-09-07","Niamey, Niger","Niger","Congo",2,2,"FIFA World Cup qualification","2013","9",4,2
"34767","2013-09-07","Calabar, Nigeria","Nigeria","Malawi",2,0,"FIFA World Cup qualification","2013","9",2,1
"34768","2013-09-07","Marrakech, Morocco","Senegal","Uganda",1,0,"FIFA World Cup qualification","2013","9",1,2
"34769","2013-09-07","Lubango, Angola","Angola","Liberia",4,1,"FIFA World Cup qualification","2013","9",5,1
"34770","2013-09-07","Brasília, Brazil","Brazil","Australia",6,0,"Friendly","2013","9",6,1
"34771","2013-09-07","Abidjan, Ivory Coast","Ivory Coast","Morocco",1,1,"FIFA World Cup qualification","2013","9",2,2
"34772","2013-09-08","Omdurman, Sudan","Sudan","Lesotho",1,3,"FIFA World Cup qualification","2013","9",4,1
"34773","2013-09-08","Nairobi, Kenya","Kenya","Namibia",1,0,"FIFA World Cup qualification","2013","9",1,2
"34774","2013-09-08","Harare, Zimbabwe","Zimbabwe","Mozambique",1,1,"FIFA World Cup qualification","2013","9",2,1
"34775","2013-09-08","Porto-Novo, Benin","Benin","Rwanda",2,0,"FIFA World Cup qualification","2013","9",2,1
"34776","2013-09-08","Yaoundé, Cameroon","Cameroon","Libya",1,0,"FIFA World Cup qualification","2013","9",1,1
"34777","2013-09-08","Kathmandu, Nepal","Nepal","Afghanistan",0,1,"SAFF Cup","2013","9",1,1
"34778","2013-09-08","Oliva, Spain","Canada","Mauritania",0,0,"Friendly","2013","9",0,2
"34779","2013-09-08","Lomé, Togo","Togo","Congo DR",2,1,"FIFA World Cup qualification","2013","9",3,1
"34780","2013-09-09","Riyadh, Saudi Arabia","Saudi Arabia","Trinidad and Tobago",1,3,"OSN Cup","2013","9",4,1
"34781","2013-09-09","Kathmandu, Nepal","Maldives","India",0,1,"SAFF Cup","2013","9",1,2
"34782","2013-09-09","Doha, Qatar","Qatar","Lebanon",1,1,"Friendly","2013","9",2,2
"34783","2013-09-09","Kuwait, Kuwait","Kuwait","Bahrain",2,1,"Friendly","2013","9",3,1
"34784","2013-09-09","Riyadh, Saudi Arabia","United Arab Emirates","New Zealand",2,0,"OSN Cup","2013","9",2,1
"34785","2013-09-10","el-Gouna, Egypt","Egypt","Guinea",4,2,"FIFA World Cup qualification","2013","9",6,1
"34786","2013-09-10","Blida, Algeria","Algeria","Mali",1,0,"FIFA World Cup qualification","2013","9",1,2
"34787","2013-09-10","Kingston, Jamaica","Jamaica","Costa Rica",1,1,"FIFA World Cup qualification","2013","9",2,1
"34788","2013-09-10","Tegucigalpa, Honduras","Honduras","Panama",2,2,"FIFA World Cup qualification","2013","9",4,1
"34789","2013-09-10","La Paz, Bolivia","Bolivia","Ecuador",1,1,"FIFA World Cup qualification","2013","9",2,2
"34790","2013-09-10","Montevideo, Uruguay","Uruguay","Colombia",2,0,"FIFA World Cup qualification","2013","9",2,1
"34791","2013-09-10","Puerto la Cruz, Venezuela","Venezuela","Peru",3,2,"FIFA World Cup qualification","2013","9",5,1
"34792","2013-09-10","Asunción, Paraguay","Paraguay","Argentina",2,5,"FIFA World Cup qualification","2013","9",7,2
"34793","2013-09-10","Cardiff, Wales","Wales","Serbia",0,3,"FIFA World Cup qualification","2013","9",3,2
"34794","2013-09-10","Yerevan, Armenia","Armenia","Denmark",0,1,"FIFA World Cup qualification","2013","9",1,1
"34795","2013-09-10","Attard, Malta","Malta","Bulgaria",1,2,"FIFA World Cup qualification","2013","9",3,2
"34796","2013-09-10","Turin, Italy","Italy","Czech Republic",2,1,"FIFA World Cup qualification","2013","9",3,1
"34797","2013-09-10","Astana, Kazakhstan","Kazakhstan","Sweden",0,1,"FIFA World Cup qualification","2013","9",1,1
"34798","2013-09-10","Tórshavn, Faroe Islands","Faroe Islands","Germany",0,3,"FIFA World Cup qualification","2013","9",3,2
"34799","2013-09-10","Bucharest, Romania","Romania","Turkey",0,2,"FIFA World Cup qualification","2013","9",2,1
"34800","2013-09-10","Budapest, Hungary","Hungary","Estonia",5,1,"FIFA World Cup qualification","2013","9",6,2
"34801","2013-09-10","Sant Julià de Lòria, Andorra","Andorra","Netherlands",0,2,"FIFA World Cup qualification","2013","9",2,2
"34802","2013-09-10","Reykjavík, Iceland","Iceland","Albania",2,1,"FIFA World Cup qualification","2013","9",3,2
"34803","2013-09-10","Oslo, Norway","Norway","Switzerland",0,2,"FIFA World Cup qualification","2013","9",2,1
"34804","2013-09-10","Nicosia, Cyprus","Cyprus","Slovenia",0,2,"FIFA World Cup qualification","2013","9",2,2
"34805","2013-09-10","St Petersburg, Russia","Russia","Israel",3,1,"FIFA World Cup qualification","2013","9",4,1
"34806","2013-09-10","Luxembourg, Luxembourg","Luxembourg","Northern Ireland",3,2,"FIFA World Cup qualification","2013","9",5,1
"34807","2013-09-10","Marijampolė, Lithuania","Lithuania","Liechtenstein",2,0,"FIFA World Cup qualification","2013","9",2,1
"34808","2013-09-10","Piraeus, Greece","Greece","Latvia",1,0,"FIFA World Cup qualification","2013","9",1,1
"34809","2013-09-10","Serravalle, San Marino","San Marino","Poland",1,5,"FIFA World Cup qualification","2013","9",6,2
"34810","2013-09-10","Kyïv, Ukraine","Ukraine","England",0,0,"FIFA World Cup qualification","2013","9",0,2
"34811","2013-09-10","Tbilisi, Georgia","Georgia","Finland",0,1,"FIFA World Cup qualification","2013","9",1,2
"34812","2013-09-10","Homel, Belarus","Belarus","France",2,4,"FIFA World Cup qualification","2013","9",6,2
"34813","2013-09-10","Oliva, Spain","Canada","Mauritania",0,1,"Friendly","2013","9",1,1
"34814","2013-09-10","Kaduna, Nigeria","Nigeria","Burkina Faso",4,1,"Friendly","2013","9",5,1
"34815","2013-09-10","Johannesburg, South Africa","South Africa","Zimbabwe",1,2,"Friendly","2013","9",3,1
"34816","2013-09-10","Foxborough, United States","Brazil","Portugal",3,1,"Friendly","2013","9",4,1
"34817","2013-09-10","Saitama, Japan","Japan","Ghana",3,1,"Friendly","2013","9",4,2
"34818","2013-09-10","Kowloon, Hong Kong","Hong Kong","Singapore",1,0,"Friendly","2013","9",1,2
"34819","2013-09-10","Geneva, Switzerland","Spain","Chile",2,2,"Friendly","2013","9",4,2
"34820","2013-09-10","Skopje, Macedonia","Macedonia","Scotland",1,2,"FIFA World Cup qualification","2013","9",3,2
"34821","2013-09-10","Columbus, United States","USA","Mexico",2,0,"FIFA World Cup qualification","2013","9",2,2
"34822","2013-09-10","Tashkent, Uzbekistan","Uzbekistan","Jordan",1,1,"FIFA World Cup qualification","2013","9",2,2
"34823","2013-09-10","Vienna, Austria","Austria","Ireland",1,0,"FIFA World Cup qualification","2013","9",1,2
"34824","2013-09-10","Žilina, Slovakia","Slovakia","Bosnia-Herzegovina",1,2,"FIFA World Cup qualification","2013","9",3,1
"34825","2013-09-10","Tianjin, China PR","China","Malaysia",2,0,"Friendly","2013","9",2,2
"34826","2013-09-10","Jeonju, Korea Republic","Korea Republic","Croatia",1,2,"Friendly","2013","9",3,2
"34827","2013-09-30","Gaborone, Botswana","Botswana","Burkina Faso",1,0,"Friendly","2013","9",1,1
"34828","2013-09-30","Cairo, Egypt","Egypt","Uganda",2,0,"Friendly","2013","9",2,2
"34829","2013-10-06","Beirut, Lebanon","Iraq","Yemen",3,2,"Friendly","2013","10",5,1
"34830","2013-10-08","Beirut, Lebanon","Lebanon","Iraq",1,1,"Friendly","2013","10",2,2
"34831","2013-10-09","Doha, Qatar","Qatar","Vietnam",1,2,"Friendly","2013","10",3,2
"34832","2013-10-09","Muscat, Oman","Oman","Mauritania",0,0,"Friendly","2013","10",0,2
"34833","2013-10-09","Amman, Jordan","Jordan","Kuwait",1,1,"Friendly","2013","10",2,2
"34834","2013-10-10","Bangkok, Thailand","Thailand","Bahrain",1,0,"Friendly","2013","10",1,2
"34835","2013-10-10","Singapore, Singapore","Singapore","Laos",1,0,"Friendly","2013","10",1,2
"34836","2013-10-11","Quito, Ecuador","Ecuador","Uruguay",1,0,"FIFA World Cup qualification","2013","10",1,1
"34837","2013-10-11","San Cristóbal, Venezuela","Venezuela","Paraguay",1,1,"FIFA World Cup qualification","2013","10",2,2
"34838","2013-10-11","Buenos Aires, Argentina","Argentina","Peru",3,1,"FIFA World Cup qualification","2013","10",4,1
"34839","2013-10-11","San Pedro Sula, Honduras","Honduras","Costa Rica",1,0,"FIFA World Cup qualification","2013","10",1,2
"34840","2013-10-11","Mexico City, Mexico","Mexico","Panama",2,1,"FIFA World Cup qualification","2013","10",3,2
"34841","2013-10-11","Zagreb, Croatia","Croatia","Belgium",1,2,"FIFA World Cup qualification","2013","10",3,2
"34842","2013-10-11","Attard, Malta","Malta","Czech Republic",1,4,"FIFA World Cup qualification","2013","10",5,2
"34843","2013-10-11","Copenhagen, Denmark","Denmark","Italy",2,2,"FIFA World Cup qualification","2013","10",4,2
"34844","2013-10-11","Yerevan, Armenia","Armenia","Bulgaria",2,1,"FIFA World Cup qualification","2013","10",3,2
"34845","2013-10-11","Solna, Sweden","Sweden","Austria",2,1,"FIFA World Cup qualification","2013","10",3,2
"34846","2013-10-11","Tórshavn, Faroe Islands","Faroe Islands","Kazakhstan",1,1,"FIFA World Cup qualification","2013","10",2,2
"34847","2013-10-11","Sant Julià de Lòria, Andorra","Andorra","Romania",0,4,"FIFA World Cup qualification","2013","10",4,1
"34848","2013-10-11","Tallinn, Estonia","Estonia","Turkey",0,2,"FIFA World Cup qualification","2013","10",2,2
"34849","2013-10-11","Reykjavík, Iceland","Iceland","Cyprus",2,0,"FIFA World Cup qualification","2013","10",2,2
"34850","2013-10-11","Maribor, Slovenia","Slovenia","Norway",3,0,"FIFA World Cup qualification","2013","10",3,2
"34851","2013-10-11","Tirana, Albania","Albania","Switzerland",1,2,"FIFA World Cup qualification","2013","10",3,2
"34852","2013-10-11","Lisbon, Portugal","Portugal","Israel",1,1,"FIFA World Cup qualification","2013","10",2,1
"34853","2013-10-11","Luxembourg, Luxembourg","Luxembourg","Russia",0,4,"FIFA World Cup qualification","2013","10",4,1
"34854","2013-10-11","Baku, Azerbaijan","Azerbaijan","Northern Ireland",2,0,"FIFA World Cup qualification","2013","10",2,1
"34855","2013-10-11","Piraeus, Greece","Greece","Slovakia",1,0,"FIFA World Cup qualification","2013","10",1,1
"34856","2013-10-11","Kharkiv, Ukraine","Ukraine","Poland",1,0,"FIFA World Cup qualification","2013","10",1,1
"34857","2013-10-11","Chișinău, Moldova","Moldova","San Marino",3,0,"FIFA World Cup qualification","2013","10",3,2
"34858","2013-10-11","London, England","England","Montenegro",4,1,"FIFA World Cup qualification","2013","10",5,2
"34859","2013-10-11","Palma de Mallorca, Spain","Spain","Belarus",2,1,"FIFA World Cup qualification","2013","10",3,2
"34860","2013-10-11","Saint-Denis, France","France","Australia",6,0,"Friendly","2013","10",6,1
"34861","2013-10-11","Agadir, Morocco","Morocco","South Africa",1,1,"Friendly","2013","10",2,1
"34862","2013-10-11","Cardiff, Wales","Wales","Macedonia",1,0,"FIFA World Cup qualification","2013","10",1,2
"34863","2013-10-11","Kansas City, United States","USA","Jamaica",2,0,"FIFA World Cup qualification","2013","10",2,2
"34864","2013-10-11","Bacolod, Philippines","Philippines","Taiwan",1,2,"Friendly","2013","10",3,2
"34865","2013-10-11","Barranquilla, Colombia","Colombia","Chile",3,3,"FIFA World Cup qualification","2013","10",6,2
"34866","2013-10-11","Cologne, Germany","Germany","Ireland",3,0,"FIFA World Cup qualification","2013","10",3,1
"34867","2013-10-11","Amsterdam, Netherlands","Netherlands","Hungary",8,1,"FIFA World Cup qualification","2013","10",9,2
"34868","2013-10-11","Vilnius, Lithuania","Lithuania","Latvia",2,0,"FIFA World Cup qualification","2013","10",2,1
"34869","2013-10-11","Zenica, Bosnia-Herzegovina","Bosnia-Herzegovina","Liechtenstein",4,1,"FIFA World Cup qualification","2013","10",5,2
"34870","2013-10-11","Novi Sad, Serbia","Serbia","Japan",2,0,"Friendly","2013","10",2,1
"34871","2013-10-12","Ouagadougou, Burkina Faso","Burkina Faso","Algeria",3,2,"FIFA World Cup qualification","2013","10",5,2
"34872","2013-10-12","Abidjan, Ivory Coast","Ivory Coast","Senegal",3,1,"FIFA World Cup qualification","2013","10",4,1
"34873","2013-10-12","Seoul, Korea Republic","Korea Republic","Brazil",0,2,"Friendly","2013","10",2,2
"34874","2013-10-13","Doha, Qatar","Qatar","Yemen",6,0,"AFC Asian Cup qualification","2013","10",6,2
"34875","2013-10-13","Addis Ababa, Ethiopia","Ethiopia","Nigeria",1,2,"FIFA World Cup qualification","2013","10",3,1
"34876","2013-10-13","Radès, Tunisia","Tunisia","Cameroon",0,0,"FIFA World Cup qualification","2013","10",0,1
"34877","2013-10-15","Singapore, Singapore","Singapore","Syria",2,1,"AFC Asian Cup qualification","2013","10",3,1
"34878","2013-10-15","Amman, Jordan","Jordan","Oman",0,0,"AFC Asian Cup qualification","2013","10",0,2
"34879","2013-10-15","Beirut, Lebanon","Lebanon","Kuwait",1,1,"AFC Asian Cup qualification","2013","10",2,2
"34880","2013-10-15","Teheran, Iran","Iran","Thailand",2,1,"AFC Asian Cup qualification","2013","10",3,1
"34881","2013-10-15","Amman, Jordan","Iraq","Saudi Arabia",0,2,"AFC Asian Cup qualification","2013","10",2,1
"34882","2013-10-15","Shah Alam, Malaysia","Malaysia","Bahrain",1,1,"AFC Asian Cup qualification","2013","10",2,1
"34883","2013-10-15","So Kon Po, Hong Kong","Hong Kong","United Arab Emirates",0,4,"AFC Asian Cup qualification","2013","10",4,2
"34884","2013-10-15","Tashkent, Uzbekistan","Uzbekistan","Vietnam",3,1,"AFC Asian Cup qualification","2013","10",4,2
"34885","2013-10-15","San José, Costa Rica","Costa Rica","Mexico",2,1,"FIFA World Cup qualification","2013","10",3,2
"34886","2013-10-15","Kingston, Jamaica","Jamaica","Honduras",2,2,"FIFA World Cup qualification","2013","10",4,2
"34887","2013-10-15","Kumasi, Ghana","Ghana","Egypt",6,1,"FIFA World Cup qualification","2013","10",7,2
"34888","2013-10-15","Brussels, Belgium","Belgium","Wales",1,1,"FIFA World Cup qualification","2013","10",2,2
"34889","2013-10-15","Glasgow, Scotland","Scotland","Croatia",2,0,"FIFA World Cup qualification","2013","10",2,1
"34890","2013-10-15","Sofia, Bulgaria","Bulgaria","Czech Republic",0,1,"FIFA World Cup qualification","2013","10",1,2
"34891","2013-10-15","Copenhagen, Denmark","Denmark","Malta",6,0,"FIFA World Cup qualification","2013","10",6,2
"34892","2013-10-15","Naples, Italy","Italy","Armenia",2,2,"FIFA World Cup qualification","2013","10",4,2
"34893","2013-10-15","Tórshavn, Faroe Islands","Faroe Islands","Austria",0,3,"FIFA World Cup qualification","2013","10",3,1
"34894","2013-10-15","Solna, Sweden","Sweden","Germany",3,5,"FIFA World Cup qualification","2013","10",8,1
"34895","2013-10-15","Budapest, Hungary","Hungary","Andorra",2,0,"FIFA World Cup qualification","2013","10",2,2
"34896","2013-10-15","Bucharest, Romania","Romania","Estonia",2,0,"FIFA World Cup qualification","2013","10",2,2
"34897","2013-10-15","Istanbul, Turkey","Turkey","Netherlands",0,2,"FIFA World Cup qualification","2013","10",2,1
"34898","2013-10-15","Oslo, Norway","Norway","Iceland",1,1,"FIFA World Cup qualification","2013","10",2,2
"34899","2013-10-15","Berne, Switzerland","Switzerland","Slovenia",1,0,"FIFA World Cup qualification","2013","10",1,2
"34900","2013-10-15","Nicosia, Cyprus","Cyprus","Albania",0,0,"FIFA World Cup qualification","2013","10",0,2
"34901","2013-10-15","Ramat-Gan, Israel","Israel","Northern Ireland",1,1,"FIFA World Cup qualification","2013","10",2,1
"34902","2013-10-15","Coimbra, Portugal","Portugal","Luxembourg",3,0,"FIFA World Cup qualification","2013","10",3,2
"34903","2013-10-15","Baku, Azerbaijan","Azerbaijan","Russia",1,1,"FIFA World Cup qualification","2013","10",2,2
"34904","2013-10-15","Piraeus, Greece","Greece","Liechtenstein",2,0,"FIFA World Cup qualification","2013","10",2,2
"34905","2013-10-15","Riga, Latvia","Latvia","Slovakia",2,2,"FIFA World Cup qualification","2013","10",4,1
"34906","2013-10-15","Podgorica, Montenegro","Montenegro","Moldova",2,5,"FIFA World Cup qualification","2013","10",7,1
"34907","2013-10-15","Serravalle, San Marino","San Marino","Ukraine",0,8,"FIFA World Cup qualification","2013","10",8,1
"34908","2013-10-15","London, England","England","Poland",2,0,"FIFA World Cup qualification","2013","10",2,2
"34909","2013-10-15","Albacete, Spain","Spain","Georgia",2,0,"FIFA World Cup qualification","2013","10",2,1
"34910","2013-10-15","Saint-Denis, France","France","Finland",3,0,"FIFA World Cup qualification","2013","10",3,2
